CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
55326,0,18,Computer,2,8,UPI,Male,3,4,Laptop & Accessory,1,Married,6,1,12,2,2,3,182,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
55327,0,22,Computer,1,11,Credit Card,Male,3,5,Grocery,1,Married,4,0,26,2,3,3,277,Retained,No,Close distance,2 Years,High Cashback Amount
55328,1,1,Mobile Phone,3,22,Credit Card,Male,3,6,Laptop & Accessory,1,Married,8,1,15,1,3,3,179,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
55329,0,1,Computer,1,9,Cash on Delivery,Female,3,4,Mobile Phone,1,Single,3,1,14,1,2,4,163,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55330,0,1,Mobile Phone,1,15,Credit Card,Female,3,2,Mobile Phone,3,Married,9,0,18,1,2,3,160,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55331,0,1,Computer,1,9,Credit Card,Male,3,4,Mobile Phone,1,Single,4,0,14,1,2,3,151,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55332,1,4,Mobile Phone,1,14,Debit Card,Male,4,4,Mobile Phone,5,Single,5,1,15,1,2,4,147,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55333,0,3,Mobile Phone,3,17,Credit Card,Male,3,5,Laptop & Accessory,3,Single,11,0,12,2,2,5,184,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55334,0,10,Mobile Phone,1,12,Debit Card,Female,3,4,Fashion,5,Married,6,0,13,2,2,3,205,Retained,No,Close distance,1 Year,High Cashback Amount
55335,0,1,Computer,1,9,Debit Card,Male,4,2,Laptop & Accessory,3,Married,3,0,18,2,2,8,177,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55336,0,13,Mobile Phone,1,19,Credit Card,Male,4,4,Laptop & Accessory,4,Married,6,0,22,2,2,1,178,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55337,0,23,Mobile Phone,1,29,UPI,Female,4,4,Grocery,4,Married,5,0,17,2,2,3,289,Retained,No,Moderate distance,2 Years,High Cashback Amount
55338,0,24,Mobile Phone,1,24,Debit Card,Female,3,5,Fashion,5,Married,7,0,16,1,3,12,258,Retained,No,Moderate distance,2 Years,High Cashback Amount
55339,0,1,Mobile Phone,3,9,Credit Card,Female,3,4,Mobile Phone,3,Single,3,0,20,1,3,3,153,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55340,0,8,Mobile Phone,1,10,Debit Card,Female,4,4,Laptop & Accessory,4,Married,3,0,13,2,8,10,179,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55341,0,10,Mobile Phone,1,14,Debit Card,Male,4,4,Mobile Phone,4,Single,4,0,12,1,2,4,145,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55342,0,23,Mobile Phone,1,13,Debit Card,Female,3,5,Grocery,3,Married,4,1,20,2,3,13,265,Retained,Yes,Close distance,2 Years,High Cashback Amount
55343,0,10,Computer,1,8,Credit Card,Female,3,5,Laptop & Accessory,3,Married,2,0,16,1,2,3,169,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55344,0,10,Mobile Phone,1,10,Debit Card,Male,4,2,Laptop & Accessory,5,Married,8,0,21,1,2,5,193,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55345,0,28,Mobile Phone,1,29,Credit Card,Female,4,4,Grocery,3,Married,5,0,16,4,5,8,299,Retained,No,Moderate distance,more than 2 years,High Cashback Amount
55346,0,17,Mobile Phone,1,22,Debit Card,Male,4,5,Grocery,3,Married,3,0,16,3,7,12,301,Retained,No,Moderate distance,2 Years,Very High Cashback Amount
55347,1,1,Computer,3,19,UPI,Male,3,4,Laptop & Accessory,1,Single,5,1,25,6,7,8,171,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55348,0,12,Computer,1,8,Debit Card,Male,3,4,Laptop & Accessory,1,Married,9,0,16,2,3,10,172,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55349,0,3,Mobile Phone,3,12,Credit Card,Male,3,5,Laptop & Accessory,4,Married,3,1,14,1,2,10,167,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55350,0,7,Mobile Phone,3,9,Credit Card,Male,4,4,Laptop & Accessory,1,Married,3,0,15,2,2,5,180,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55351,0,6,Mobile Phone,1,9,Credit Card,Male,3,4,Laptop & Accessory,4,Married,2,0,14,2,2,7,180,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55352,0,5,Mobile Phone,3,12,Debit Card,Female,4,4,Laptop & Accessory,1,Married,3,0,12,1,2,3,180,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55353,0,23,Mobile Phone,1,23,Credit Card,Female,4,4,Mobile Phone,5,Married,6,1,17,1,3,3,151,Retained,Yes,Moderate distance,2 Years,Moderate Cashback Amount
55354,0,12,Computer,1,9,Credit Card,Female,3,5,Mobile Phone,4,Single,3,0,23,1,4,4,149,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55355,0,21,Mobile Phone,3,9,Debit Card,Female,3,2,Grocery,4,Married,8,0,15,2,2,3,285,Retained,No,Very close distance,2 Years,High Cashback Amount
55356,0,23,Mobile Phone,1,8,Debit Card,Male,3,4,Grocery,3,Single,6,0,15,2,2,1,279,Retained,No,Very close distance,2 Years,High Cashback Amount
55357,0,15,Mobile Phone,3,30,Debit Card,Male,4,4,Fashion,3,Single,5,1,17,1,2,3,196,Retained,Yes,Moderate distance,2 Years,Moderate Cashback Amount
55358,0,1,Mobile Phone,3,16,Debit Card,Male,3,4,Mobile Phone,5,Single,3,0,12,1,2,3,152,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55359,0,7,Computer,3,23,Debit Card,Female,3,4,Laptop & Accessory,1,Married,3,1,26,1,2,3,179,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55360,0,10,Mobile Phone,1,33,Debit Card,Male,4,4,Laptop & Accessory,3,Married,8,0,15,2,2,3,178,Retained,No,Far distance,1 Year,Moderate Cashback Amount
55361,0,18,Mobile Phone,2,8,Debit Card,Female,3,4,Mobile Phone,1,Married,6,1,19,3,3,3,157,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
55362,1,1,Mobile Phone,1,15,Credit Card,Male,4,5,Mobile Phone,3,Single,3,1,12,2,2,3,165,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55363,0,12,Mobile Phone,1,11,Credit Card,Female,3,4,Mobile Phone,3,Married,9,0,20,1,2,1,158,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55364,0,27,Mobile Phone,1,31,Credit Card,Male,3,2,Fashion,1,Married,5,0,16,1,2,3,195,Retained,No,Far distance,more than 2 years,Moderate Cashback Amount
55365,1,12,Computer,3,14,Credit Card,Female,4,4,Mobile Phone,3,Married,4,1,12,2,8,8,152,Churned,Yes,Close distance,1 Year,Moderate Cashback Amount
55366,1,1,Mobile Phone,1,9,Debit Card,Male,4,4,Mobile Phone,4,Single,3,0,13,1,2,1,139,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
55367,0,1,Computer,1,14,Credit Card,Male,4,4,Mobile Phone,1,Single,3,0,21,1,6,8,151,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55368,0,29,Mobile Phone,1,29,Cash on Delivery,Male,4,5,Mobile Phone,4,Married,7,0,13,2,2,3,160,Retained,No,Moderate distance,more than 2 years,Moderate Cashback Amount
55369,0,8,Mobile Phone,1,12,Credit Card,Male,3,5,Laptop & Accessory,1,Married,3,0,15,1,5,14,165,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55370,0,31,Mobile Phone,1,8,Credit Card,Male,4,6,Fashion,1,Married,5,0,21,2,3,1,234,Retained,No,Very close distance,more than 2 years,High Cashback Amount
55371,0,7,Mobile Phone,1,28,Credit Card,Male,4,2,Mobile Phone,4,Married,3,0,19,1,3,14,145,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55372,0,11,Computer,3,8,Credit Card,Male,3,6,Laptop & Accessory,1,Married,3,0,15,2,2,5,220,Retained,No,Very close distance,1 Year,High Cashback Amount
55373,0,8,Mobile Phone,1,26,Debit Card,Female,3,5,Mobile Phone,1,Married,3,0,13,2,9,8,154,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55374,1,1,Mobile Phone,3,14,Debit Card,Male,4,4,Mobile Phone,1,Married,3,1,22,2,2,3,148,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55375,0,18,Mobile Phone,1,9,Debit Card,Female,4,2,Fashion,1,Married,3,1,20,2,7,8,204,Retained,Yes,Very close distance,2 Years,High Cashback Amount
55376,0,9,Computer,1,9,Credit Card,Male,4,5,Mobile Phone,1,Single,2,1,15,2,2,5,174,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
55377,0,17,Mobile Phone,3,9,Credit Card,Male,4,4,Laptop & Accessory,1,Married,3,1,18,4,9,9,203,Retained,Yes,Very close distance,2 Years,High Cashback Amount
55378,0,1,Mobile Phone,1,16,Credit Card,Male,4,2,Mobile Phone,3,Married,3,0,17,1,2,5,169,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55379,0,15,Mobile Phone,3,13,E wallet,Male,3,4,Fashion,3,Single,3,0,13,4,9,5,217,Retained,No,Close distance,2 Years,High Cashback Amount
55380,0,3,Mobile Phone,1,16,Credit Card,Female,3,4,Mobile Phone,3,Married,11,0,18,1,2,3,155,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55381,0,10,Mobile Phone,3,9,Debit Card,Female,3,4,Laptop & Accessory,1,Single,5,0,16,7,7,8,170,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55382,0,19,Computer,1,8,Debit Card,Male,4,5,Fashion,3,Married,5,0,24,5,3,5,232,Retained,No,Very close distance,2 Years,High Cashback Amount
55383,1,1,Mobile Phone,2,29,UPI,Male,3,6,Mobile Phone,3,Married,3,0,12,1,2,1,141,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
55384,1,11,Computer,3,16,Debit Card,Male,3,6,Grocery,3,Married,9,0,12,7,3,11,254,Churned,No,Close distance,1 Year,High Cashback Amount
55385,0,1,Mobile Phone,1,24,Credit Card,Male,4,6,Mobile Phone,3,Married,3,0,16,2,2,3,148,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55386,0,19,Mobile Phone,1,35,Cash on Delivery,Female,3,5,Grocery,4,Single,3,0,16,7,9,7,292,Retained,No,Far distance,2 Years,High Cashback Amount
55387,0,6,Computer,1,17,Debit Card,Male,3,4,Mobile Phone,3,Married,8,0,14,1,2,4,159,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55388,0,5,Mobile Phone,1,9,Debit Card,Male,4,4,Mobile Phone,3,Married,3,0,15,2,2,4,160,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55389,0,15,Computer,2,11,UPI,Male,3,6,Laptop & Accessory,4,Married,8,0,20,1,2,3,189,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55390,0,14,Mobile Phone,1,15,Debit Card,Female,4,4,Laptop & Accessory,5,Married,4,1,17,2,2,1,190,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
55391,0,1,Mobile Phone,1,36,Credit Card,Male,4,4,Mobile Phone,5,Married,3,0,14,2,2,3,164,Retained,No,Far distance,6 Months,Moderate Cashback Amount
55392,0,20,Mobile Phone,1,20,Debit Card,Male,3,4,Laptop & Accessory,4,Single,8,0,15,2,2,10,181,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55393,0,9,Mobile Phone,1,34,Debit Card,Male,3,4,Laptop & Accessory,3,Married,4,0,17,2,2,8,194,Retained,No,Far distance,1 Year,Moderate Cashback Amount
55394,0,4,Mobile Phone,1,23,Debit Card,Male,3,4,Mobile Phone,1,Married,3,0,13,1,2,9,154,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55395,0,21,Computer,3,9,E wallet,Male,3,4,Laptop & Accessory,4,Married,9,0,12,1,2,1,175,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55396,0,20,Mobile Phone,3,9,Debit Card,Male,4,4,Fashion,1,Married,6,1,13,1,2,5,229,Retained,Yes,Very close distance,2 Years,High Cashback Amount
55397,1,1,Mobile Phone,3,20,E wallet,Male,4,5,Laptop & Accessory,5,Married,7,1,14,2,3,3,186,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55398,1,1,Mobile Phone,3,8,Debit Card,Male,3,6,Laptop & Accessory,4,Single,8,0,16,1,2,1,192,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
55399,0,1,Mobile Phone,1,11,Credit Card,Female,3,4,Mobile Phone,4,Single,3,0,14,1,2,3,158,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55400,0,5,Computer,1,31,Cash on Delivery,Female,2,4,Laptop & Accessory,1,Single,4,0,21,1,2,5,177,Retained,No,Far distance,6 Months,Moderate Cashback Amount
55401,0,13,Computer,1,8,Debit Card,Male,4,4,Laptop & Accessory,1,Married,3,1,16,1,6,9,190,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
55402,0,6,Mobile Phone,3,26,Debit Card,Male,4,6,Fashion,3,Married,5,0,14,1,2,5,221,Retained,No,Moderate distance,6 Months,High Cashback Amount
55403,0,14,Mobile Phone,3,14,Credit Card,Male,3,4,Others,4,Single,3,0,15,13,13,9,323,Retained,No,Close distance,2 Years,Very High Cashback Amount
55404,0,19,Mobile Phone,2,11,Debit Card,Female,3,6,Fashion,3,Married,6,0,22,2,2,5,223,Retained,No,Close distance,2 Years,High Cashback Amount
55405,0,4,Computer,1,9,Cash on Delivery,Female,4,5,Mobile Phone,5,Single,2,0,17,1,2,8,175,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55406,0,1,Computer,2,17,Credit Card,Male,3,4,Mobile Phone,1,Married,2,0,15,1,3,2,146,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55407,1,1,Computer,2,15,UPI,Female,4,5,Mobile Phone,1,Married,8,0,12,2,2,3,147,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55408,0,5,Mobile Phone,3,12,Cash on Delivery,Male,3,4,Laptop & Accessory,3,Married,3,0,20,2,2,3,208,Retained,No,Close distance,6 Months,High Cashback Amount
55409,0,1,Mobile Phone,1,15,Credit Card,Female,4,4,Mobile Phone,1,Single,3,0,12,1,2,5,159,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55410,1,1,Mobile Phone,3,16,E wallet,Female,3,6,Mobile Phone,4,Single,3,0,14,3,3,3,153,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55411,0,3,Computer,1,8,Debit Card,Male,4,2,Laptop & Accessory,3,Single,10,1,13,2,2,3,188,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
55412,0,4,Mobile Phone,3,22,E wallet,Male,4,5,Fashion,5,Married,4,0,12,2,2,8,196,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55413,0,8,Mobile Phone,1,9,Credit Card,Male,4,2,Mobile Phone,1,Married,2,1,15,2,2,3,154,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
55414,0,7,Computer,3,9,E wallet,Female,4,4,Laptop & Accessory,4,Single,10,0,16,2,2,8,176,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55415,0,23,Mobile Phone,3,18,E wallet,Female,4,4,Laptop & Accessory,1,Single,5,0,13,1,2,5,170,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55416,1,1,Mobile Phone,3,23,Debit Card,Female,4,4,Fashion,5,Single,4,1,21,2,2,5,211,Churned,Yes,Moderate distance,6 Months,High Cashback Amount
55417,0,12,Computer,1,9,Credit Card,Female,4,5,Mobile Phone,4,Married,6,0,15,1,2,6,150,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55418,1,1,Mobile Phone,3,23,E wallet,Male,4,4,Fashion,3,Married,4,0,14,1,2,1,207,Churned,No,Moderate distance,6 Months,High Cashback Amount
55419,0,3,Mobile Phone,1,11,Cash on Delivery,Female,4,5,Mobile Phone,5,Married,3,0,14,1,2,1,146,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55420,0,4,Mobile Phone,1,23,Debit Card,Male,3,2,Laptop & Accessory,3,Married,5,0,17,2,2,8,178,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55421,0,6,Computer,1,12,Cash on Delivery,Male,4,4,Mobile Phone,4,Single,4,0,15,2,2,8,152,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55422,0,12,Mobile Phone,1,25,Credit Card,Male,3,6,Laptop & Accessory,1,Married,5,1,17,1,2,1,183,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55423,1,7,Computer,1,24,Cash on Delivery,Male,3,5,Mobile Phone,3,Married,11,1,17,2,2,1,149,Churned,Yes,Moderate distance,1 Year,Moderate Cashback Amount
55424,0,16,Mobile Phone,1,19,Credit Card,Male,3,4,Mobile Phone,4,Married,10,0,23,2,2,5,153,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55425,0,29,Mobile Phone,1,9,Credit Card,Male,3,5,Others,5,Married,10,0,16,2,2,1,315,Retained,No,Very close distance,more than 2 years,Very High Cashback Amount
55426,0,7,Computer,1,11,Cash on Delivery,Male,3,4,Laptop & Accessory,4,Married,7,0,16,1,2,8,156,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55427,0,15,Mobile Phone,1,16,Debit Card,Male,4,4,Mobile Phone,5,Married,3,0,21,1,2,5,148,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55428,0,8,Computer,3,17,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,1,15,2,2,8,165,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
55429,0,27,Computer,1,8,Credit Card,Female,3,5,Grocery,3,Married,6,1,21,2,3,3,255,Retained,Yes,Very close distance,more than 2 years,High Cashback Amount
55430,0,17,Mobile Phone,2,9,Debit Card,Male,4,4,Mobile Phone,1,Single,2,0,14,2,2,9,160,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55431,0,8,Mobile Phone,3,10,Debit Card,Female,3,6,Laptop & Accessory,1,Single,7,0,13,3,3,3,185,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55432,1,1,Mobile Phone,3,14,E wallet,Male,3,4,Mobile Phone,4,Single,3,0,14,1,2,1,152,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55433,0,12,Mobile Phone,1,13,UPI,Female,3,5,Mobile Phone,3,Married,3,0,12,2,2,5,162,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55434,1,1,Mobile Phone,1,15,Credit Card,Female,4,4,Mobile Phone,5,Married,3,1,18,1,2,1,149,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55435,0,5,Mobile Phone,3,36,E wallet,Female,4,5,Laptop & Accessory,1,Married,3,0,15,1,6,8,180,Retained,No,Far distance,6 Months,Moderate Cashback Amount
55436,0,25,Mobile Phone,1,10,Cash on Delivery,Female,3,4,Fashion,3,Married,4,0,12,3,3,3,256,Retained,No,Very close distance,more than 2 years,High Cashback Amount
55437,0,11,Mobile Phone,3,16,E wallet,Male,3,5,Laptop & Accessory,4,Married,3,0,15,2,2,4,167,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55438,0,20,Mobile Phone,1,9,Credit Card,Male,3,4,Others,1,Married,9,1,16,3,3,3,318,Retained,Yes,Very close distance,2 Years,Very High Cashback Amount
55439,0,10,Mobile Phone,1,17,Debit Card,Male,3,4,Fashion,5,Married,9,1,14,3,6,8,208,Retained,Yes,Close distance,1 Year,High Cashback Amount
55440,1,8,Computer,1,8,Credit Card,Male,4,4,Mobile Phone,4,Married,3,1,13,3,3,4,148,Churned,Yes,Very close distance,1 Year,Moderate Cashback Amount
55441,0,11,Mobile Phone,2,15,UPI,Male,3,4,Laptop & Accessory,4,Married,4,0,14,4,5,8,166,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55442,1,1,Mobile Phone,3,34,Debit Card,Male,3,4,Laptop & Accessory,1,Single,3,1,19,4,8,8,183,Churned,Yes,Far distance,6 Months,Moderate Cashback Amount
55443,0,7,Mobile Phone,1,15,Debit Card,Male,3,2,Mobile Phone,5,Married,8,0,20,4,8,7,156,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55444,0,2,Mobile Phone,1,8,Debit Card,Male,3,4,Mobile Phone,1,Married,3,0,12,1,2,4,145,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55445,0,13,Mobile Phone,1,17,Credit Card,Male,4,4,Fashion,3,Single,9,0,22,3,3,3,260,Retained,No,Close distance,2 Years,High Cashback Amount
55446,0,20,Computer,3,33,Debit Card,Male,4,5,Laptop & Accessory,4,Single,10,0,16,2,3,3,205,Retained,No,Far distance,2 Years,High Cashback Amount
55447,0,14,Mobile Phone,1,9,Debit Card,Female,4,4,Mobile Phone,5,Married,6,0,18,2,2,3,159,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55448,0,16,Mobile Phone,1,20,Credit Card,Male,4,2,Laptop & Accessory,5,Married,7,0,19,2,2,1,180,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55449,0,9,Computer,1,9,Credit Card,Male,3,4,Laptop & Accessory,1,Married,4,0,15,2,2,8,183,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55450,0,12,Computer,2,9,UPI,Male,4,4,Mobile Phone,4,Married,7,0,14,3,4,9,151,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
55451,1,1,Computer,1,16,Debit Card,Male,4,4,Laptop & Accessory,5,Married,6,0,18,1,2,8,178,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55452,1,1,Mobile Phone,1,17,Credit Card,Male,3,4,Laptop & Accessory,5,Single,3,0,16,1,2,9,167,Churned,No,Close distance,6 Months,Moderate Cashback Amount
55453,0,13,Computer,3,27,Debit Card,Male,3,4,Laptop & Accessory,1,Married,4,0,19,2,3,3,166,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
55454,0,17,Computer,1,16,Debit Card,Male,3,4,Mobile Phone,3,Single,6,0,14,2,2,3,149,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55455,0,15,Mobile Phone,1,12,Debit Card,Male,3,2,Laptop & Accessory,4,Single,5,0,13,1,2,3,194,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55456,0,15,Mobile Phone,3,11,E wallet,Female,3,4,Fashion,3,Married,2,1,14,6,14,5,229,Retained,Yes,Close distance,2 Years,High Cashback Amount
55457,0,4,Mobile Phone,1,17,Credit Card,Female,4,4,Fashion,3,Single,11,0,15,1,2,5,222,Retained,No,Close distance,6 Months,High Cashback Amount
55458,1,1,Mobile Phone,2,27,Credit Card,Female,4,4,Mobile Phone,4,Married,2,1,12,1,2,5,146,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
55459,1,10,Mobile Phone,1,28,Credit Card,Female,4,4,Laptop & Accessory,4,Married,6,0,23,4,4,5,214,Churned,No,Moderate distance,1 Year,High Cashback Amount
55460,0,14,Mobile Phone,1,8,Debit Card,Female,3,4,Laptop & Accessory,1,Married,6,0,18,1,2,4,190,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55461,0,8,Mobile Phone,3,15,Cash on Delivery,Male,4,2,Laptop & Accessory,3,Married,3,0,22,3,5,9,193,Retained,No,Close distance,1 Year,Moderate Cashback Amount
55462,0,31,Computer,3,9,Credit Card,Male,3,4,Grocery,4,Married,6,0,23,2,15,15,288,Retained,No,Very close distance,more than 2 years,High Cashback Amount
55463,0,9,Mobile Phone,1,30,Credit Card,Male,4,6,Mobile Phone,3,Married,2,0,17,1,2,4,152,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
55464,0,21,Mobile Phone,1,11,Debit Card,Female,4,5,Fashion,4,Married,10,1,13,6,15,5,228,Retained,Yes,Close distance,2 Years,High Cashback Amount
55465,0,14,Mobile Phone,1,19,Debit Card,Female,3,4,Laptop & Accessory,5,Married,4,0,13,2,8,8,169,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55466,0,28,Mobile Phone,1,14,Credit Card,Female,4,4,Laptop & Accessory,1,Married,6,0,16,2,2,8,194,Retained,No,Close distance,more than 2 years,Moderate Cashback Amount
55467,0,5,Computer,3,14,E wallet,Female,4,4,Fashion,5,Married,4,0,15,3,3,5,221,Retained,No,Close distance,6 Months,High Cashback Amount
55468,0,2,Mobile Phone,1,8,Credit Card,Female,4,4,Mobile Phone,5,Married,3,0,26,2,2,3,161,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
55469,0,12,Mobile Phone,3,9,E wallet,Female,4,6,Laptop & Accessory,1,Married,4,1,21,1,2,4,179,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
55470,0,1,Mobile Phone,3,17,Credit Card,Male,3,4,Laptop & Accessory,1,Single,3,0,14,2,2,3,172,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55471,0,31,Computer,1,22,Debit Card,Male,3,4,Grocery,3,Married,4,1,15,2,3,3,283,Retained,Yes,Moderate distance,more than 2 years,High Cashback Amount
55472,0,1,Computer,1,21,Credit Card,Female,3,4,Mobile Phone,3,Single,3,0,17,2,2,1,140,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55473,1,1,Mobile Phone,2,25,UPI,Male,3,2,Mobile Phone,5,Married,2,0,18,2,2,1,155,Churned,No,Moderate distance,6 Months,Moderate Cashback Amount
55474,1,1,Mobile Phone,2,20,UPI,Male,3,5,Mobile Phone,5,Married,6,1,16,3,3,1,148,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
55475,0,19,Computer,3,9,Debit Card,Female,4,4,Laptop & Accessory,3,Married,6,0,23,4,6,8,177,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55476,0,10,Mobile Phone,1,9,UPI,Female,4,4,Laptop & Accessory,4,Married,6,1,23,2,2,1,195,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
55477,0,17,Computer,3,9,Debit Card,Male,4,4,Laptop & Accessory,1,Married,3,0,21,8,8,8,182,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
55478,0,1,Computer,1,12,Debit Card,Female,3,4,Mobile Phone,1,Single,2,1,15,2,2,3,149,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
55479,0,3,Computer,1,27,Credit Card,Male,3,4,Mobile Phone,1,Married,3,0,14,2,4,11,163,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
55480,0,6,Computer,3,17,E wallet,Male,4,4,Laptop & Accessory,1,Single,10,0,14,1,2,1,171,Retained,No,Close distance,6 Months,Moderate Cashback Amount
55481,0,16,Computer,1,17,Cash on Delivery,Male,3,4,Mobile Phone,3,Married,5,0,23,4,4,4,154,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55482,0,21,Mobile Phone,1,16,Debit Card,Female,4,4,Mobile Phone,3,Single,6,0,13,1,3,1,146,Retained,No,Close distance,2 Years,Moderate Cashback Amount
55483,0,20,Mobile Phone,1,9,Debit Card,Male,3,4,Fashion,1,Married,5,0,15,1,5,5,211,Retained,No,Very close distance,2 Years,High Cashback Amount
55484,0,2,Computer,2,8,Debit Card,Male,3,4,Mobile Phone,1,Married,3,0,16,2,3,3,152,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
